GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
6194	0.6294	3.11e-02	0.363	-2.1555836	-0.7829744	1323.84	RPS6	ribosomal protein S6
342035	0.6294	3.10e-02	0.399	-2.1564525	-0.8605528	255.53	GLDN	gliomedin
1113	0.63143	3.13e-02	0.583	-2.1526556	-1.255418	468.07	CHGA	chromogranin A
7444	0.63216	3.21e-02	0.53	-2.1428731	-1.1353932	293.9	VRK2	VRK serine/threonine kinase 2
3921	0.63216	3.21e-02	0.342	-2.1434843	-0.7327157	619.28	RPSA	ribosomal protein SA
4026	0.63216	3.22e-02	0.29	2.1424524	0.6223521	765.78	LPP	LIM domain containing preferred translocation partner in lipoma
10814	0.63216	3.16e-02	0.418	-2.1489728	-0.8983201	1220.58	CPLX2	complexin 2
28996	0.63216	3.19e-02	0.531	-2.146153	-1.1391999	9378.83	HIPK2	homeodomain interacting protein kinase 2
100128494	0.63216	3.16e-02	0.313	-2.1488875	-0.6717667	363.26	LOC100128494	uncharacterized LOC100128494
6135	0.63776	3.43e-02	0.362	-2.1166544	-0.7657227	415.16	RPL11	ribosomal protein L11
79901	0.63776	3.34e-02	0.364	2.1275603	0.7738701	301.14	CYBRD1	cytochrome b reductase 1
3685	0.63776	3.31e-02	0.38	2.130306	0.8086702	814.67	ITGAV	integrin subunit alpha V
4336	0.63776	3.26e-02	0.795	-2.1364409	-1.6991472	5147.82	MOBP	myelin associated oligodendrocyte basic protein
9031	0.63776	3.35e-02	0.315	-2.1255536	-0.6701358	1137.26	BAZ1B	bromodomain adjacent to zinc finger domain 1B
83992	0.63776	3.43e-02	0.311	-2.1161772	-0.6572899	687.17	CTTNBP2	cortactin binding protein 2
23287	0.63776	3.40e-02	0.443	-2.1198016	-0.9384611	1325.69	AGTPBP1	ATP/GTP binding carboxypeptidase 1
85463	0.63776	3.43e-02	0.304	2.1168965	0.6434397	254.52	ZC3H12C	zinc finger CCCH-type containing 12C
9761	0.63776	3.33e-02	0.233	2.128879	0.4959273	446.09	MLEC	malectin
6166	0.63776	3.33e-02	0.401	-2.1279799	-0.8527156	216.78	RPL36AL	ribosomal protein L36a like
6710	0.63776	3.44e-02	0.246	-2.1154002	-0.5204538	368.59	SPTB	spectrin beta, erythrocytic
7043	0.63776	3.43e-02	0.754	-2.1161853	-1.5955681	426.49	TGFB3	transforming growth factor beta 3
6124	0.63776	3.32e-02	0.37	-2.1298759	-0.7877578	1815.69	RPL4	ribosomal protein L4
3727	0.63776	3.41e-02	0.339	-2.1183848	-0.7177	400.58	JUND	JunD proto-oncogene, AP-1 transcription factor subunit
58526	0.63776	3.30e-02	0.483	-2.1324386	-1.0295249	337.08	MID1IP1	MID1 interacting protein 1
3008	0.64364	3.48e-02	0.376	-2.1101053	-0.7935109	408.61	H1-4	H1.4 linker histone, cluster member
23242	0.64364	3.50e-02	0.35	-2.1081575	-0.7369692	1089.97	COBL	cordon-bleu WH2 repeat protein
5036	0.64364	3.54e-02	0.307	-2.1040875	-0.6462558	246.95	PA2G4	proliferation-associated 2G4
145508	0.64364	3.52e-02	0.293	-2.1061586	-0.6160638	214.22	CEP128	centrosomal protein 128
6687	0.64364	3.53e-02	0.212	-2.1050001	-0.4468416	399.67	SPG7	SPG7 matrix AAA peptidase subunit, paraplegin
9045	0.64382	3.55e-02	0.311	-2.1024728	-0.6547635	556.97	RPL14	ribosomal protein L14
720	0.6572	3.65e-02	0.368	2.0908234	0.7696588	430.14	C4A	complement C4A (Rodgers blood group)
161742	0.6572	3.65e-02	0.365	2.0913723	0.7632176	545.69	SPRED1	sprouty related EVH1 domain containing 1
124540	0.6572	3.68e-02	0.289	2.0881194	0.603664	945.38	MSI2	musashi RNA binding protein 2
10966	0.6572	3.67e-02	0.369	-2.0887768	-0.7712233	299.73	RAB40B	RAB40B, member RAS oncogene family
54443	0.65769	3.69e-02	0.525	-2.0863265	-1.0954168	1042.53	ANLN	anillin, actin binding protein
6208	0.66134	3.74e-02	0.365	-2.0818105	-0.7600761	351.44	RPS14	ribosomal protein S14
23168	0.66134	3.74e-02	0.272	-2.0811071	-0.56565	406.37	RTF1	RTF1 homolog, Paf1/RNA polymerase II complex component
55249	0.66429	4.05e-02	0.373	-2.0485908	-0.7635822	765.61	YY1AP1	YY1 associated protein 1
149603	0.66429	4.00e-02	0.339	-2.0538329	-0.6967237	303.62	RNF187	ring finger protein 187
2202	0.66429	3.88e-02	0.427	2.0664171	0.8833259	376.52	EFEMP1	EGF containing fibulin extracellular matrix protein 1
8609	0.66429	3.99e-02	0.191	2.0547817	0.3918603	366.33	KLF7	KLF transcription factor 7
2335	0.66429	4.09e-02	0.323	2.0450468	0.6608761	703.4	FN1	fibronectin 1
131870	0.66429	4.12e-02	0.366	-2.0418288	-0.7480945	420	NUDT16	nudix hydrolase 16
101243545	0.66429	3.81e-02	0.374	-2.073425	-0.7761822	235.47	LINC02067	long intergenic non-protein coding RNA 2067
55814	0.66429	4.12e-02	0.299	-2.0419012	-0.6106577	2119.25	BDP1	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB
642987	0.66429	4.06e-02	0.295	2.0480246	0.6042573	267.44	TMEM232	transmembrane protein 232
4869	0.66429	4.09e-02	0.266	-2.0448815	-0.5429483	515.85	NPM1	nucleophosmin 1
56995	0.66429	3.88e-02	0.352	-2.0662415	-0.7265761	1801.12	TULP4	TUB like protein 4
5814	0.66429	3.90e-02	0.353	2.064493	0.7284498	425.09	PURB	purine rich element binding protein B
2861	0.66429	4.06e-02	0.466	-2.0476476	-0.9544147	270.2	GPR37	G protein-coupled receptor 37
9705	0.66429	3.84e-02	0.501	-2.0710602	-1.0365694	904.94	ST18	ST18 C2H2C-type zinc finger transcription factor
107987081	0.66429	4.13e-02	0.324	2.0409587	0.661314	359.29	LOC107987081	uncharacterized LOC107987081
11224	0.66429	3.87e-02	0.353	-2.0673132	-0.7304187	478.4	RPL35	ribosomal protein L35
5209	0.66429	3.87e-02	0.292	2.0668606	0.603081	582.29	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
221074	0.66429	4.06e-02	0.415	2.0480085	0.8494042	211.83	SLC39A12	solute carrier family 39 member 12
374354	0.66429	4.01e-02	0.336	2.0530725	0.6902637	479.6	NHLRC2	NHL repeat containing 2
282973	0.66429	3.93e-02	0.305	-2.0607894	-0.6275522	447.93	JAKMIP3	Janus kinase and microtubule interacting protein 3
160335	0.66429	3.94e-02	0.378	-2.0602788	-0.7797404	472.05	TMTC2	transmembrane O-mannosyltransferase targeting cadherins 2
115752	0.66429	4.12e-02	0.297	-2.041387	-0.6054412	243.21	DIS3L	DIS3 like exosome 3'-5' exoribonuclease
6169	0.66429	3.95e-02	0.373	-2.058853	-0.7685316	836.1	RPL38	ribosomal protein L38
51507	0.66429	3.89e-02	0.302	-2.0651611	-0.6239411	246.77	RTF2	replication termination factor 2
49854	0.66429	3.87e-02	0.311	2.0675375	0.6428914	234.14	ZBTB21	zinc finger and BTB domain containing 21
10766	0.66429	4.01e-02	0.276	2.0522255	0.5663852	334.45	TOB2	transducer of ERBB2, 2
79921	0.66429	3.81e-02	0.264	-2.0735552	-0.5481393	240.77	TCEAL4	transcription elongation factor A like 4
55636	0.66496	4.14e-02	0.345	-2.0391749	-0.7045089	627.01	CHD7	chromodomain helicase DNA binding protein 7
399687	0.66547	4.16e-02	0.341	-2.037494	-0.6945846	1125.3	MYO18A	myosin XVIIIA
118426	0.66885	4.19e-02	0.354	-2.0340324	-0.720851	232.75	BORCS5	BLOC-1 related complex subunit 5
274	0.67162	4.23e-02	0.393	-2.0309578	-0.7986999	729.44	BIN1	bridging integrator 1
92597	0.68473	4.33e-02	0.386	2.0204849	0.7795599	351.47	MOB1B	MOB kinase activator 1B
107986298	0.68473	4.34e-02	0.531	-2.0201899	-1.0721624	211.33	LOC107986298	uncharacterized LOC107986298
123606	0.68812	4.37e-02	0.452	-2.0167751	-0.9123075	495.95	NIPA1	NIPA magnesium transporter 1
8019	0.68888	4.40e-02	0.334	-2.0136245	-0.6729218	257.63	BRD3	bromodomain containing 3
10060	0.68888	4.40e-02	0.365	2.0139112	0.7354966	272.97	ABCC9	ATP binding cassette subfamily C member 9
8721	0.68996	4.43e-02	0.382	-2.0116273	-0.7683975	231.91	EDF1	endothelial differentiation related factor 1
6294	0.69169	4.45e-02	0.261	-2.0092434	-0.525215	445.35	SAFB	scaffold attachment factor B
57678	0.6978	4.52e-02	0.285	2.0031518	0.5715825	299.72	GPAM	glycerol-3-phosphate acyltransferase, mitochondrial
37	0.6978	4.52e-02	0.243	2.0028835	0.4863803	364.57	ACADVL	acyl-CoA dehydrogenase very long chain
55284	0.69981	4.55e-02	0.351	2.0003505	0.7023107	303.79	UBE2W	ubiquitin conjugating enzyme E2 W
84081	0.70801	4.61e-02	0.422	-1.994108	-0.840651	353.27	NSRP1	nuclear speckle splicing regulatory protein 1
1605	0.71599	4.68e-02	0.249	1.9880465	0.4959063	305.15	DAG1	dystroglycan 1
2152	0.7228	4.81e-02	0.418	1.976382	0.8259648	317.98	F3	coagulation factor III, tissue factor
9911	0.7228	4.81e-02	0.346	-1.9767232	-0.684326	418.44	TMCC2	transmembrane and coiled-coil domain family 2
259282	0.7228	4.77e-02	0.293	-1.9799825	-0.5796503	1564.48	BOD1L1	biorientation of chromosomes in cell division 1 like 1
6418	0.7228	4.75e-02	0.374	-1.9818877	-0.7413138	749.46	SET	SET nuclear proto-oncogene
3005	0.7228	4.81e-02	0.325	-1.9766039	-0.6428712	402.52	H1-0	H1.0 linker histone
139411	0.7228	4.81e-02	0.397	1.9761559	0.7839785	251.44	PTCHD1	patched domain containing 1
57088	0.72383	4.87e-02	0.4	1.9716059	0.7878464	387.49	PLSCR4	phospholipid scramblase 4
10399	0.72383	4.85e-02	0.357	-1.9726892	-0.7048103	633.39	RACK1	receptor for activated C kinase 1
5168	0.72383	4.88e-02	0.47	-1.9703593	-0.9257928	469.83	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2
1979	0.72383	4.86e-02	0.32	1.9718111	0.630115	671.24	EIF4EBP2	eukaryotic translation initiation factor 4E binding protein 2
57584	0.72981	4.93e-02	0.373	-1.9655597	-0.7326091	4466.17	ARHGAP21	Rho GTPase activating protein 21
5710	0.73414	5.01e-02	0.324	-1.9591717	-0.634601	276.8	PSMD4	proteasome 26S subunit ubiquitin receptor, non-ATPase 4
148	0.73414	5.00e-02	0.289	1.9598752	0.565934	265.31	ADRA1A	adrenoceptor alpha 1A
220972	0.73414	5.00e-02	0.338	-1.9597876	-0.6615243	259.28	MARCHF8	membrane associated ring-CH-type finger 8
79971	0.73702	5.04e-02	0.396	1.9562168	0.7750232	350.4	WLS	Wnt ligand secretion mediator
22794	0.74022	5.08e-02	0.355	-1.9530824	-0.6932961	729.76	CASC3	CASC3 exon junction complex subunit
7099	0.7405	5.10e-02	0.355	1.9516452	0.6925403	370.48	TLR4	toll like receptor 4
4904	0.74667	5.34e-02	0.349	-1.9316683	-0.6736577	480.3	YBX1	Y-box binding protein 1
7175	0.74667	5.58e-02	0.339	-1.912694	-0.6474739	1542.19	TPR	translocated promoter region, nuclear basket protein
344148	0.74667	5.58e-02	0.32	-1.9123717	-0.6114588	349.83	NCKAP5	NCK associated protein 5
3800	0.74667	5.34e-02	0.326	-1.9313522	-0.6300502	5479.61	KIF5C	kinesin family member 5C
3267	0.74667	5.22e-02	0.334	1.9416724	0.6478516	485.17	AGFG1	ArfGAP with FG repeats 1
26018	0.74667	5.54e-02	0.272	1.9160347	0.5212598	633.4	LRIG1	leucine rich repeats and immunoglobulin like domains 1
80254	0.74667	5.19e-02	0.284	-1.9437695	-0.5518826	276.32	CEP63	centrosomal protein 63
1739	0.74667	5.22e-02	0.385	-1.9414034	-0.7466986	1306.03	DLG1	discs large MAGUK scaffold protein 1
79628	0.74667	5.50e-02	0.472	-1.9192285	-0.9066717	557.82	SH3TC2	SH3 domain and tetratricopeptide repeats 2
6224	0.74667	5.48e-02	0.332	-1.9205372	-0.6380591	835.03	RPS20	ribosomal protein S20
6132	0.74667	5.45e-02	0.333	-1.9227443	-0.6404612	372.16	RPL8	ribosomal protein L8
401548	0.74667	5.44e-02	0.341	-1.9239887	-0.6559447	420.82	SNX30	sorting nexin family member 30
5305	0.74667	5.54e-02	0.492	-1.9156094	-0.9430148	1301.49	PIP4K2A	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha
6229	0.74667	5.45e-02	0.382	-1.9227242	-0.7350514	1156.86	RPS24	ribosomal protein S24
9679	0.74667	5.53e-02	0.367	-1.9163402	-0.7036203	269.32	FAM53B	family with sequence similarity 53 member B
6157	0.74667	5.37e-02	0.315	-1.9295208	-0.6083629	356.76	RPL27A	ribosomal protein L27a
84364	0.74667	5.19e-02	0.24	-1.9438399	-0.4658364	214.45	ARFGAP2	ADP ribosylation factor GTPase activating protein 2
100534595	0.74667	5.18e-02	0.316	-1.9448502	-0.6155381	344.02	HNRNPUL2-BSCL2	HNRNPUL2-BSCL2 readthrough (NMD candidate)
54663	0.74667	5.25e-02	0.54	1.9391963	1.0468372	648.62	WDR74	WD repeat domain 74
25923	0.74667	5.36e-02	0.3	1.9302776	0.5792183	297.1	ATL3	atlastin GTPase 3
11163	0.74667	5.56e-02	0.329	1.9143944	0.629106	438.65	NUDT4	nudix hydrolase 4
2073	0.74667	5.58e-02	0.355	-1.9123692	-0.6792531	231.85	ERCC5	ERCC excision repair 5, endonuclease
8125	0.74667	5.31e-02	0.301	-1.9344334	-0.5824563	329.66	ANP32A	acidic nuclear phosphoprotein 32 family member A
6187	0.74667	5.44e-02	0.28	-1.9238348	-0.5389675	385.28	RPS2	ribosomal protein S2
11060	0.74667	5.31e-02	0.229	-1.9337296	-0.4436108	224.12	WWP2	WW domain containing E3 ubiquitin protein ligase 2
26851	0.74667	5.31e-02	0.379	1.9342387	0.7321785	1757.63	SNORD3B-1	small nucleolar RNA, C/D box 3B-1
1153	0.74667	5.48e-02	0.294	-1.9200964	-0.5650477	458.49	CIRBP	cold inducible RNA binding protein
128866	0.74667	5.45e-02	0.338	-1.9224567	-0.6503578	284.72	CHMP4B	charged multivesicular body protein 4B
2316	0.74667	5.54e-02	0.313	1.9153979	0.5996864	734.55	FLNA	filamin A
23433	0.74869	5.66e-02	0.389	1.9067048	0.7419903	303.25	RHOQ	ras homolog family member Q
2760	0.74869	5.69e-02	0.364	-1.9044122	-0.6938743	273.48	GM2A	ganglioside GM2 activator
85437	0.74869	5.62e-02	0.389	-1.9091825	-0.7419865	285.05	ZCRB1	zinc finger CCHC-type and RNA binding motif containing 1
3178	0.74869	5.69e-02	0.306	-1.9040987	-0.582185	635.37	HNRNPA1	heterogeneous nuclear ribonucleoprotein A1
5925	0.74869	5.68e-02	0.342	1.9048772	0.6523543	257.91	RB1	RB transcriptional corepressor 1
9625	0.74869	5.63e-02	0.45	-1.9084144	-0.8595594	425.11	AATK	apoptosis associated tyrosine kinase
9927	0.7499	5.82e-02	0.311	-1.8940778	-0.5887445	688.1	MFN2	mitofusin 2
4678	0.7499	5.78e-02	0.342	-1.8972324	-0.6480874	389.32	NASP	nuclear autoantigenic sperm protein
80303	0.7499	5.72e-02	0.437	-1.9014645	-0.8317948	250.85	EFHD1	EF-hand domain family member D1
4134	0.7499	5.78e-02	0.398	-1.8969238	-0.754675	2380.78	MAP4	microtubule associated protein 4
55790	0.7499	5.80e-02	0.272	1.8958803	0.5147826	391.07	CSGALNACT1	chondroitin sulfate N-acetylgalactosaminyltransferase 1
9991	0.7499	5.78e-02	0.339	1.8973493	0.6435381	289.72	PTBP3	polypyrimidine tract binding protein 3
374378	0.7499	5.73e-02	0.259	1.9009995	0.4928046	341.36	GALNT18	polypeptide N-acetylgalactosaminyltransferase 18
24148	0.7499	5.82e-02	0.278	-1.8943963	-0.5267544	357.02	PRPF6	pre-mRNA processing factor 6
55323	0.75023	5.84e-02	0.361	-1.8927293	-0.6824428	225.98	LARP6	La ribonucleoprotein 6, translational regulator
7597	0.75051	5.86e-02	0.231	1.8914175	0.4374475	240.77	ZBTB25	zinc finger and BTB domain containing 25
84542	0.75169	5.88e-02	0.311	-1.8895742	-0.5879044	217.25	SANBR	SANT and BTB domain regulator of CSR
148534	0.75976	6.00e-02	0.396	1.8804586	0.7452161	226.58	TLCD4	TLC domain containing 4
23022	0.75976	6.10e-02	0.337	1.873529	0.6311154	448.64	PALLD	palladin, cytoskeletal associated protein
79627	0.75976	5.99e-02	0.358	1.8818537	0.6738664	1464.4	OGFRL1	opioid growth factor receptor like 1
22999	0.75976	6.08e-02	0.411	-1.8750448	-0.7703845	1213.02	RIMS1	regulating synaptic membrane exocytosis 1
9479	0.75976	6.04e-02	0.278	-1.8780656	-0.5219615	472	MAPK8IP1	mitogen-activated protein kinase 8 interacting protein 1
25834	0.75976	6.10e-02	0.394	1.8735072	0.737712	333.54	MGAT4C	MGAT4 family member C
57020	0.75976	6.09e-02	0.308	-1.8743655	-0.5766283	415.06	VPS35L	VPS35 endosomal protein sorting factor like
2806	0.75976	6.04e-02	0.395	-1.8776085	-0.7418259	236.6	GOT2	glutamic-oxaloacetic transaminase 2
11325	0.75976	6.04e-02	0.298	-1.8778897	-0.5602961	570.95	DDX42	DEAD-box helicase 42
6385	0.75976	6.01e-02	0.428	1.8800299	0.8039581	256.13	SDC4	syndecan 4
50999	0.76234	6.14e-02	0.409	1.8708832	0.7643478	223.67	TMED5	transmembrane p24 trafficking protein 5
19	0.76509	6.17e-02	0.291	1.8681689	0.5431481	514.48	ABCA1	ATP binding cassette subfamily A member 1
3705	0.76808	6.24e-02	0.305	-1.8637581	-0.5675161	894.2	ITPK1	inositol-tetrakisphosphate 1-kinase
79811	0.76808	6.24e-02	0.313	-1.8636113	-0.5825725	832.1	SLTM	SAFB like transcription modulator
753	0.76808	6.25e-02	0.184	1.8630807	0.3433911	705.06	LDLRAD4	low density lipoprotein receptor class A domain containing 4
1523	0.76986	6.28e-02	0.283	-1.8608044	-0.5268169	628.95	CUX1	cut like homeobox 1
5151	0.76986	6.32e-02	0.447	-1.8576082	-0.8310424	580.76	PDE8A	phosphodiesterase 8A
79784	0.76986	6.32e-02	0.34	-1.8576494	-0.6319549	295.65	MYH14	myosin heavy chain 14
23619	0.76986	6.32e-02	0.364	-1.8579256	-0.6758214	294.91	ZIM2	zinc finger imprinted 2
4926	0.77159	6.35e-02	0.3	-1.8555076	-0.557158	1046.28	NUMA1	nuclear mitotic apparatus protein 1
23233	0.773	6.44e-02	0.381	-1.849593	-0.705144	1371.18	EXOC6B	exocyst complex component 6B
285671	0.773	6.50e-02	0.296	1.8453318	0.5453273	278.99	RNF180	ring finger protein 180
6154	0.773	6.45e-02	0.416	-1.849005	-0.7697817	834.51	RPL26	ribosomal protein L26
780852	0.773	6.50e-02	0.378	1.8451324	0.6976393	2049.29	SNORD3B-2	small nucleolar RNA, C/D box 3B-2
8148	0.773	6.50e-02	0.388	-1.8450788	-0.7153156	242.06	TAF15	TATA-box binding protein associated factor 15
6597	0.773	6.51e-02	0.237	-1.8448354	-0.4371614	653.37	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4
6782	0.773	6.39e-02	0.403	1.8526772	0.7474366	224.46	HSPA13	heat shock protein family A (Hsp70) member 13
83604	0.773	6.47e-02	0.416	1.8470228	0.7689112	343.88	TMEM47	transmembrane protein 47
100529097	0.773	6.49e-02	0.365	-1.8456584	-0.6728665	299.26	RPL36A-HNRNPH2	RPL36A-HNRNPH2 readthrough
115207	0.7747	6.54e-02	0.394	1.8427684	0.7252125	537.54	KCTD12	potassium channel tetramerization domain containing 12
221264	0.77587	6.56e-02	0.293	-1.8410128	-0.5397034	238.38	AK9	adenylate kinase 9
6429	0.78408	6.74e-02	0.291	-1.829193	-0.5328275	315.8	SRSF4	serine and arginine rich splicing factor 4
81608	0.78408	6.72e-02	0.314	-1.830014	-0.5743668	338.99	FIP1L1	factor interacting with PAPOLA and CPSF1
9879	0.78408	6.71e-02	0.296	-1.8311279	-0.5424548	400.15	DDX46	DEAD-box helicase 46
57698	0.78408	6.76e-02	0.484	-1.8276919	-0.8837269	3134.16	SHTN1	shootin 1
80829	0.78408	6.76e-02	0.399	-1.8277991	-0.7290404	467.68	ZFP91	ZFP91 zinc finger protein, atypical E3 ubiquitin ligase
6601	0.78408	6.72e-02	0.281	-1.8301887	-0.5133725	1330.62	SMARCC2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2
54617	0.78408	6.69e-02	0.242	-1.8321391	-0.4436508	378.29	INO80	INO80 complex ATPase subunit
85379	0.78408	6.67e-02	0.244	1.8335026	0.4475179	336.53	KIAA1671	KIAA1671
63827	0.78465	6.78e-02	0.326	-1.8263011	-0.595849	351.69	BCAN	brevican
2059	0.78488	6.81e-02	0.328	1.8240414	0.5990595	274.43	EPS8	epidermal growth factor receptor pathway substrate 8
2308	0.78488	6.81e-02	0.324	1.8240784	0.5918631	240.03	FOXO1	forkhead box O1
2034	0.78552	6.96e-02	0.346	1.8142108	0.6280811	674.61	EPAS1	endothelial PAS domain protein 1
2222	0.78552	6.88e-02	0.312	-1.8200275	-0.5679391	275.53	FDFT1	farnesyl-diphosphate farnesyltransferase 1
10133	0.78552	6.84e-02	0.313	-1.822165	-0.5703143	750.85	OPTN	optineurin
10992	0.78552	6.87e-02	0.298	-1.8201868	-0.5428357	664.38	SF3B2	splicing factor 3b subunit 2
51474	0.78552	6.92e-02	0.372	-1.8168564	-0.674963	220.3	LIMA1	LIM domain and actin binding 1
93487	0.78552	6.95e-02	0.269	1.814957	0.4883997	299.31	MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1 like
463	0.78552	6.93e-02	0.254	1.8161611	0.4613973	428.06	ZFHX3	zinc finger homeobox 3
147495	0.78552	6.93e-02	0.244	1.8163467	0.4426869	213.19	APCDD1	APC down-regulated 1
84181	0.78552	6.90e-02	0.203	-1.8185919	-0.3697532	1260.72	CHD6	chromodomain helicase DNA binding protein 6
192669	0.79168	7.08e-02	0.268	1.80651	0.4835389	646.78	AGO3	argonaute RISC catalytic component 3
165918	0.79168	7.08e-02	0.311	-1.8066125	-0.5617395	261.73	RNF168	ring finger protein 168
3035	0.79168	7.08e-02	0.311	-1.8069992	-0.5611718	221.15	HARS1	histidyl-tRNA synthetase 1
51347	0.79168	7.08e-02	0.348	-1.8065563	-0.6285138	778.66	TAOK3	TAO kinase 3
358	0.79592	7.14e-02	0.513	1.803045	0.9254072	615.96	AQP1	aquaporin 1 (Colton blood group)
79993	0.79634	7.18e-02	0.413	1.8006703	0.7433643	258.62	ELOVL7	ELOVL fatty acid elongase 7
55084	0.79634	7.24e-02	0.243	-1.7965888	-0.4372364	438.19	SOBP	sine oculis binding protein homolog
1975	0.79634	7.27e-02	0.332	-1.7945859	-0.5950813	916.01	EIF4B	eukaryotic translation initiation factor 4B
23603	0.79634	7.26e-02	0.386	-1.795152	-0.6922375	661.33	CORO1C	coronin 1C
9738	0.79634	7.21e-02	0.491	-1.798344	-0.8824981	965.34	CCP110	centriolar coiled-coil protein 110
80725	0.79634	7.25e-02	0.337	-1.796126	-0.6053418	592.95	SRCIN1	SRC kinase signaling inhibitor 1
25793	0.79634	7.26e-02	0.406	-1.7951806	-0.7293528	275.68	FBXO7	F-box protein 7
6191	0.79634	7.19e-02	0.39	-1.8000537	-0.7023232	730.52	RPS4X	ribosomal protein S4 X-linked
3092	0.79935	7.32e-02	0.418	-1.7918427	-0.7494818	566.86	HIP1	huntingtin interacting protein 1
26027	0.80014	7.45e-02	0.302	1.7832955	0.5377632	250.77	ACOT11	acyl-CoA thioesterase 11
79781	0.80014	7.41e-02	0.311	1.7860691	0.5552817	253.98	IQCA1	IQ motif containing with AAA domain 1
64145	0.80014	7.42e-02	0.259	-1.7856083	-0.463331	492.83	RBSN	rabenosyn, RAB effector
201633	0.80014	7.44e-02	0.297	1.7843188	0.5297097	586.55	TIGIT	T cell immunoreceptor with Ig and ITIM domains
57545	0.80014	7.36e-02	0.269	1.7890384	0.481016	277.88	CC2D2A	coiled-coil and C2 domain containing 2A
3799	0.80014	7.45e-02	0.441	-1.7833076	-0.786413	3587.65	KIF5B	kinesin family member 5B
5781	0.80014	7.41e-02	0.385	-1.7858295	-0.6878951	1728.47	PTPN11	protein tyrosine phosphatase non-receptor type 11
4841	0.80014	7.37e-02	0.289	-1.7886497	-0.5173373	413.11	NONO	non-POU domain containing octamer binding
79712	0.80022	7.49e-02	0.342	-1.7807894	-0.6085325	495.65	GTDC1	glycosyltransferase like domain containing 1
10507	0.80022	7.51e-02	0.416	-1.7796924	-0.7407086	761.18	SEMA4D	semaphorin 4D
51199	0.80022	7.51e-02	0.311	-1.7798064	-0.5537597	1334.17	NIN	ninein
57521	0.80022	7.52e-02	0.248	-1.779247	-0.4418298	296.15	RPTOR	regulatory associated protein of MTOR complex 1
2565	0.80148	7.55e-02	0.442	1.7775273	0.7855737	498.66	GABRG1	gamma-aminobutyric acid type A receptor subunit gamma1
30011	0.80462	7.59e-02	0.281	-1.7747364	-0.4980531	294.05	SH3KBP1	SH3 domain containing kinase binding protein 1
55500	0.80524	7.62e-02	0.381	1.7733865	0.6749048	479.91	ETNK1	ethanolamine kinase 1
